expediente|curso_academico|cod_plan|des_plan|becario
222|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
223|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
237|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
241|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
248|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
249|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
252|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
254|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
257|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
259|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
261|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
264|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
265|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
266|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
275|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
278|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
286|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
287|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
291|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
295|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
298|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
299|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
302|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
308|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
313|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
318|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
325|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
326|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
327|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
328|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
329|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
331|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
332|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
335|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
340|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
341|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
342|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
345|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
352|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
355|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
357|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
359|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
360|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
362|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
367|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
371|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
376|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
382|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
383|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
384|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
385|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
386|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
391|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
393|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
398|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
406|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
407|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
417|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
418|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
419|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
423|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
425|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
430|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
438|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
440|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
449|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
455|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
458|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
459|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
466|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
468|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
475|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
476|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
479|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
481|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
482|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
489|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
490|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
495|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
497|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
500|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
503|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
504|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
505|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
506|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
507|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
509|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
510|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
511|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
512|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
513|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
514|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
515|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
516|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
517|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
518|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
523|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
527|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
528|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
530|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
533|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
537|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
541|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
549|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
555|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
561|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
562|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
566|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
572|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
574|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
581|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
585|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
590|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
591|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
592|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
594|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
601|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
602|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
603|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
610|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
611|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
612|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
627|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
628|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
631|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
633|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
634|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
636|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
638|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
640|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
641|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
642|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
644|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
645|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
648|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
650|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
655|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
657|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
659|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
660|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
666|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
669|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
679|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
684|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
687|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
696|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
701|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
702|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
704|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
706|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
709|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
710|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
716|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
718|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
719|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
720|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
721|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
723|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
726|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
727|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
729|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
732|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
733|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
735|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
736|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
738|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
742|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
743|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
746|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
749|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
754|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
755|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
758|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
759|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
761|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
763|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
764|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
765|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
766|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
767|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
771|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
774|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
776|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
777|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
779|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
783|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
784|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
785|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
786|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
787|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
788|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
794|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
795|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
796|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
797|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
798|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
803|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
804|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
806|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
809|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
814|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
816|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
817|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
818|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
820|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
825|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
829|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
832|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
833|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
834|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
835|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
837|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
839|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
841|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
842|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
843|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
844|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
846|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
851|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
852|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
854|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
855|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
859|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
860|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
862|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
863|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
864|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
865|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
866|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
867|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
868|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
871|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
875|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
879|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
880|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
881|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
882|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
883|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
884|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
885|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
886|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
887|2015-16|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
29|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
59|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
61|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
76|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
78|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
79|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
80|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
83|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
84|2015-16|1634|MÁSTER UNIVERSITARIO EN DIRECCIÓN TIC|N
