des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|sexo|municipio|anio_nacimiento_interval|nota_admision_def|expediente|cod_plan
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|H|TORREMEJÍA|(1995.0, 2000.0]|5.55|838|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.95|840|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|7.906|851|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.968|856|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|CASAR DE CÁCERES|(1995.0, 2000.0]|9.126|860|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|CASAS DE DON PEDRO|(1995.0, 2000.0]|7.052|863|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.468|865|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|12.51|874|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Formación Profesional|H|ACEBO|(1990.0, 1995.0]|7.0|877|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1995.0, 2000.0]|8.906|882|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|5.56|883|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.526|886|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|7.314|887|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Formación Profesional|H|TORNAVACAS|(1990.0, 1995.0]|6.85|890|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|D|ACEUCHAL|(1995.0, 2000.0]|7.508|893|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.028|898|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|10.148|903|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.9|904|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|BURGUILLOS DEL CERRO|(1995.0, 2000.0]|8.394|920|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|D|MADRID|(1995.0, 2000.0]|6.372|937|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|TORREJONCILLO|(1995.0, 2000.0]|5.822|941|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|ARROYO DE LA LUZ|(1990.0, 1995.0]|5.786|942|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.506|943|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|ACEDERA|(1995.0, 2000.0]|5.714|944|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|BÉJAR|(1995.0, 2000.0]|5.503|946|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|5.522|948|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.108|949|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|5.49|950|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|9.702|951|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|VILLANUEVA DE LA SERENA|(1995.0, 2000.0]|7.602|957|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.584|958|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|BURGOS|(1995.0, 2000.0]|10.014|960|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|8.79|961|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CABEZUELA DEL VALLE|(1995.0, 2000.0]|8.01|962|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|TORNAVACAS|(1995.0, 2000.0]|6.95|964|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.094|965|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|PUEBLA DE LA CALZADA|(1995.0, 2000.0]|6.033|966|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|9.34|971|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|BARCELONA|(1995.0, 2000.0]|8.546|972|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|LLERENA|(1995.0, 2000.0]|8.06|975|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|MONTIJO|(1995.0, 2000.0]|7.426|977|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.342|979|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Formación Profesional|H|TOLEDO|(1990.0, 1995.0]|7.27|981|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|MIAJADAS|(1995.0, 2000.0]|6.996|983|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|ZUMARRAGA|(1995.0, 2000.0]|6.022|984|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|H|JARAÍZ DE LA VERA|(1995.0, 2000.0]|7.496|986|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.99|987|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.65|989|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.26|990|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Formación Profesional|H|CÁCERES|(1995.0, 2000.0]|7.44|991|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|6.922|993|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|7.242|994|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.114|1001|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CALAMONTE|(1995.0, 2000.0]|8.089|1002|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|H|EL BARCO DE ÁVILA|(1995.0, 2000.0]|6.346|1005|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|BARCARROTA|(1995.0, 2000.0]|8.264|1008|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|5.872|1016|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CORIA|(1995.0, 2000.0]|5.872|1017|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.44|1019|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|ZAHÍNOS|(1995.0, 2000.0]|6.682|1020|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.856|1022|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|MONTIJO|(1995.0, 2000.0]|5.542|1026|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|H|TORRIJOS|(1995.0, 2000.0]|7.402|1039|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|COLMENAR VIEJO|(1995.0, 2000.0]|6.285|1040|1627
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.558|1041|1627
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|H|LOS SANTOS DE MAIMONA|(1990.0, 1995.0]|7.76|37|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|H|MONESTERIO|(1990.0, 1995.0]|6.68|51|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|H|OLIVA DE LA FRONTERA|(1990.0, 1995.0]|5.53|53|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|H|BARCELONA|(1985.0, 1990.0]|6.65|81|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.89|107|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.552|111|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|D|CÁCERES|(1990.0, 1995.0]|6.532|148|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|H|MADROÑERA|(1990.0, 1995.0]|5.968|152|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|H|MÉRIDA|(1985.0, 1990.0]|6.23|167|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|H|BADAJOZ|(1985.0, 1990.0]|5.41|171|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|H|CALZADILLA|(1990.0, 1995.0]|5.92|176|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Formación Profesional|H|BADAJOZ|(1985.0, 1990.0]|8.2|189|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|7.318|197|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|H|PERALEDA DE LA MATA|(1990.0, 1995.0]|5.706|203|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|D|CECLAVÍN|(1990.0, 1995.0]|5.406|219|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|H|JEREZ DE LOS CABALLEROS|(1990.0, 1995.0]|5.242|224|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|5.9|229|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|D|TARRAGONA|(1990.0, 1995.0]|5.932|232|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|H|PALMA DE MALLORCA|(1990.0, 1995.0]|5.846|236|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|H|ORELLANA LA VIEJA|(1990.0, 1995.0]|5.598|237|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.85|239|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|D|LA ZARZA|(1990.0, 1995.0]|5.528|243|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|5.032|248|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|H|CASTUERA|(1990.0, 1995.0]|6.75|261|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|8.292|263|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|ZAFRA|(1990.0, 1995.0]|9.256|267|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|8.05|268|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|MADROÑERA|(1990.0, 1995.0]|6.374|270|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|H|GRANADA|(1985.0, 1990.0]|7.85|271|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|CÓRDOBA|(1990.0, 1995.0]|13.128|273|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.882|280|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|8.494|288|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|11.324|289|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|7.96|292|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|7.586|296|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.306|299|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.524|302|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|11.722|304|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|ZAFRA|(1990.0, 1995.0]|7.99|307|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|MONTIJO|(1990.0, 1995.0]|5.714|310|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|ALCÁNTARA|(1990.0, 1995.0]|6.964|311|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.706|312|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|CASAR DE CÁCERES|(1990.0, 1995.0]|6.064|313|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|D|ZALAMEA DE LA SERENA|(1990.0, 1995.0]|8.014|315|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|10.772|317|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|CÁDIZ|(1990.0, 1995.0]|8.748|321|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|H|DON BENITO|(1985.0, 1990.0]|7.0|322|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|7.67|324|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|H|BROZAS|(1985.0, 1990.0]|7.25|326|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|LOGROÑO|(1990.0, 1995.0]|8.176|334|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|H|HORNACHOS|(1980.0, 1985.0]|6.42|335|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|LA CORONADA|(1990.0, 1995.0]|5.554|341|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|HIGUERA DE LA SERENA|(1990.0, 1995.0]|5.134|349|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|5.422|350|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|H|CORIA|(1990.0, 1995.0]|5.5|351|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|D|MORALEJA|(1990.0, 1995.0]|7.44|353|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.487|356|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Formación Profesional|H|MONESTERIO|(1985.0, 1990.0]|6.67|362|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|SEP|Selectividad|D|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|5.556|363|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.825|365|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.522|366|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.97|368|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|BIENVENIDA|(1990.0, 1995.0]|6.206|369|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|SEP|Selectividad|D|CÁCERES|(1990.0, 1995.0]|6.244|375|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|SEP|Selectividad|D|CORIA|(1990.0, 1995.0]|6.008|381|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|ALMENDRALEJO|(1990.0, 1995.0]|6.054|384|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|5.736|391|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|ZALAMEA DE LA SERENA|(1990.0, 1995.0]|6.006|392|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|MALPARTIDA DE CÁCERES|(1990.0, 1995.0]|5.886|395|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.342|397|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|5.952|400|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|H|DON BENITO|(1990.0, 1995.0]|8.5|404|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|MADRID|(1985.0, 1990.0]|5.02|405|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|H|ALCÁNTARA|(1985.0, 1990.0]|5.64|409|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|FREGENAL DE LA SIERRA|(1990.0, 1995.0]|5.39|410|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|SEP|Selectividad|D|MÉRIDA|(1990.0, 1995.0]|5.272|411|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|SEP|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.454|412|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.368|415|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|9.356|421|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|10.374|426|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Formación Profesional|H|TRUJILLO|(1990.0, 1995.0]|6.92|428|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.306|430|1628
